date,open,high,low,close,volume,Name
2015-05-12,,,,124.08,569747,VRTX
2016-01-12,,,,52.43,0,O
2016-07-01,,,,49.54,0,FTV
2016-04-07,,,,41.56,0,UA
2016-01-12,,,,88.55,0,DHR
